;Unnamed: 0;index_of_processed_files;annotator_2nd_anno;check_fiction_status;Fiktionalitätsstatus_2nd_anno;Fiktionalitätsstatus_unsicher_2nd_anno;Kommentar_2nd_anno;author_forename;author_surname;title_main;title_sub;filepath;year;text_length_sents;text_length_clauses;text_length_tokens;reflective_passages_global;reflective_clauses;reflective_tokens;reflection_score_mean;gi_passages_global;gi_clauses;gi_tokens;nfr_passages_global;nfr_clauses;nfr_tokens;comment_passages_global;comment_clauses;comment_tokens;exception;setting;kolimo_index;annotator;to_annotate_first;to_annotate;author_name;title_main_anno;title_sub_anno;first_publication;Übersetzung_ins_Deutsche;Nicht-deutschsprachig;Nicht-Fiktional;Nicht-erzählend;Kommentar;author_surname_anno;author_forename_anno;author_gender;not_before;not_after;classification;number_of_works;canonisation_score;rank_canon;author_nationality_d_prose;refl_clauses_perc;nfr_clauses_perc;gi_clauses_perc;comment_clauses_perc
3425;5027.0;5027.0;;False;;;;Fritz;Skowronnek;Der Wagehals;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/skowronf/wagehals/wagehals.xml;1928.0;4861.0;8126.0;65656.0;764.0;1471.0;10480.0;0.3748215363735323;348.0;826.0;6157.0;90.0;205.0;1517.0;425.0;867.0;5908.0;;;29252.0;Nele;FALSCH;WAHR;Fritz Skowronnek;Der Wagehals;None;1928;;;;;;Skowronnek;Fritz;None;None;None;FIK;1.0;;;;18.10238739847404;2.522766428747231;10.16490278119616;10.669456066945608
3464;5080.0;5080.0;;False;;;;Arthur;Zapp;Das Liebesleben eines deutschen Jünglings;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/zapp/juenglin/juenglin.xml;1920.0;4174.0;8570.0;78726.0;887.0;1917.0;16815.0;0.3839686786140115;438.0;1137.0;10530.0;84.0;233.0;2238.0;452.0;1021.0;8366.0;;;29389.0;;FALSCH;FALSCH;Arthur Zapp;Das Liebesleben eines deutschen Jünglings;None;1920;;;;;;Zapp;Arthur;male;None;None;FIK;6.0;;;Deutschland;22.36872812135356;2.718786464410735;13.267211201866976;11.91365227537923
3466;5082.0;5082.0;;False;;;;Arthur;Zapp;Falsches Geld;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/zapp/falsgeld/falsgeld.xml;1920.0;3205.0;6441.0;55788.0;517.0;1173.0;9645.0;0.3764025744224921;189.0;559.0;4877.0;46.0;143.0;1195.0;313.0;767.0;5983.0;;;29391.0;;FALSCH;FALSCH;Arthur Zapp;Falsches Geld;None;1920;;;;;;Zapp;Arthur;male;None;None;FIK;6.0;;;Deutschland;18.211457848160222;2.2201521502872223;8.678776587486416;11.908088806086012
3477;5095.0;5095.0;;False;;;;Josef;Ponten;Der babylonische Turm;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ponten/babyturm/babyturm.xml;1918.0;10519.0;18099.0;137898.0;2569.0;5503.0;36556.0;0.4150583759717646;1191.0;3259.0;22803.0;561.0;1420.0;9545.0;1364.0;3784.0;24101.0;;;29494.0;;FALSCH;FALSCH;Josef Ponten;Der babylonische Turm;None;1918;;;;;;Ponten;Josef;male;None;None;FIK;2.0;;;Deutschland;30.40499475109122;7.845737333554339;18.006519697220842;20.907232443781425
3491;5111.0;5111.0;;False;;;;Josef;Ruederer;Prinz Dschem;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ruederer/dschem/dschem.xml;1920.0;1851.0;2762.0;18960.0;405.0;742.0;4902.0;0.4018198735875243;130.0;284.0;2001.0;61.0;128.0;919.0;247.0;531.0;3365.0;;;29524.0;;FALSCH;FALSCH;Josef Ruederer;Prinz Dschem;None;1920;;;;;;Ruederer;Josef;None;None;None;FIK;7.0;;;;26.864590876176685;4.634322954380883;10.282404055032584;19.225199131064446
3496;5116.0;5116.0;;False;;;;Edlef;Köppen;Heeresbericht;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/koeppene/heeresbe/heeresbe.xml;1930.0;12266.0;17303.0;127826.0;2217.0;5368.0;36339.0;0.4021080545927225;1235.0;4147.0;28717.0;395.0;1048.0;7764.0;819.0;2130.0;13813.0;;;29533.0;;FALSCH;FALSCH;Edlef Köppen;Heeresbericht;None;1930;;;;;;Köppen;Edlef;None;None;None;FIK;1.0;;;;31.02352193261284;6.056753164191181;23.96694214876033;12.310004045541236
3541;5189.0;5189.0;;False;;;;Ida;Boy-Ed;Annas Ehe;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/boy-ed/annasehe/annasehe.xml;1922.0;5798.0;10502.0;84056.0;1353.0;2878.0;20080.0;0.4049908588558831;558.0;1302.0;9635.0;168.0;385.0;2701.0;815.0;2093.0;14141.0;;;29644.0;Nele;FALSCH;WAHR;Ida Boy-Ed;Annas Ehe;None;1922;;;;;;Boy-Ed;Ida;None;None;None;FIK;17.0;;;;27.404303942106267;3.6659683869739097;12.39763854503904;19.929537231003614
3550;5198.0;5198.0;;False;;;;Christoph von Schmid;None;Das Täubchen.;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/schmid/erzaehl/taeubche.xml;1930.0;663.0;1344.0;10645.0;142.0;314.0;2209.0;0.3907763824667866;62.0;152.0;1136.0;13.0;38.0;266.0;81.0;208.0;1377.0;;;29671.0;;FALSCH;FALSCH;Christoph von Schmid;Das Täubchen.;None;1930;;;;;;None;Christoph von Schmid;None;None;None;FIK;13.0;;;;23.36309523809524;2.827380952380953;11.30952380952381;15.476190476190476
3559;5207.0;5207.0;;False;;;;Viktor von Knobelsdorff;None;Unter Zuchthäuslern und Kavalieren;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/knobelsd/zuchthae/zuchthae.xml;1925.0;8429.0;13038.0;96278.0;1618.0;3494.0;23708.0;0.4002683936406758;797.0;2237.0;15859.0;291.0;867.0;6466.0;732.0;2060.0;13570.0;;;29694.0;Nele;FALSCH;WAHR;Viktor von Knobelsdorff;Unter Zuchthäuslern und Kavalieren;None;1925;;;;;;None;Viktor von Knobelsdorff;None;None;None;U;1.0;;;;26.79858874060439;6.64979291302347;17.157539499923303;15.79996932044792
3568;5216.0;5216.0;;False;;;;Adam;Müller-Guttenbrunn;Die schöne Lotti und andere Damen Die schöne Lotti und andere Damen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/guttenbr/schlotti/schlotti.xml;1920.0;4996.0;8417.0;67053.0;921.0;1979.0;14228.0;0.3845928689493544;473.0;1342.0;10100.0;84.0;225.0;1727.0;437.0;911.0;6089.0;;;29709.0;;FALSCH;FALSCH;Adam Müller-Guttenbrunn;Die schöne Lotti und andere Damen Die schöne Lotti und andere Damen;None;1920;;;;;;Müller-Guttenbrunn;Adam;male;None;None;FUF;2.0;;;Österreich;23.51194012118332;2.6731614589521207;15.943923012949982;10.823333729357252
3570;5218.0;5218.0;;False;;;;Guttenbrunn;None;Meister Jakob und seine Kinder;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/guttenbr/jakob/jakob.xml;1918.0;7021.0;12874.0;102165.0;1676.0;4080.0;29779.0;0.4007962235616967;917.0;3081.0;23357.0;214.0;611.0;4437.0;706.0;1470.0;9609.0;;;29711.0;Nele;FALSCH;WAHR;Guttenbrunn;Meister Jakob und seine Kinder;None;1918;;;;;;None;Guttenbrunn;None;None;None;FUF;1.0;;;;31.691781885971725;4.745999689296256;23.931955880068355;11.418362591269226
3572;5220.0;5220.0;;False;;;;Elisabeth von Heyking;None;Liebe, Diplomatie und Holzhäuser;Eine Balkanphantasie von einst;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/heyking/liebedip/liebedip.xml;1919.0;5635.0;12254.0;100403.0;1883.0;4168.0;30937.0;0.4193251553682476;909.0;2499.0;19102.0;271.0;686.0;5162.0;970.0;2554.0;18567.0;;;29714.0;;FALSCH;FALSCH;Elisabeth von Heyking;Liebe, Diplomatie und Holzhäuser;Eine Balkanphantasie von einst;1919;;;;;;None;Elisabeth von Heyking;female;None;None;FIK;13.0;;;Deutschland;34.013383385017136;5.598172025461074;20.39334094989391;20.84217398400522
3574;5222.0;5222.0;;False;;;;Elisabeth von Heyking;None;Die Orgelpfeifen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/heyking/orgelpf/orgelpf.xml;1918.0;721.0;1913.0;17719.0;304.0;917.0;7844.0;0.4368329914620193;159.0;773.0;6708.0;51.0;135.0;1164.0;117.0;294.0;2397.0;;;29716.0;;FALSCH;FALSCH;Elisabeth von Heyking;Die Orgelpfeifen;None;1918;;;;;;None;Elisabeth von Heyking;female;None;None;FIK;13.0;;;Deutschland;47.93518034500784;7.0569785676947205;40.4077365394668;15.368531102979611
3597;5246.0;5246.0;;False;;;;Ernst;Wichert;Ewe;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/wichert/ewe/ewe.xml;1919.0;2237.0;3987.0;29525.0;403.0;881.0;5742.0;0.3835947293562286;186.0;517.0;3542.0;37.0;90.0;547.0;219.0;483.0;2940.0;;;29742.0;;FALSCH;FALSCH;Ernst Wichert;Ewe;None;1919;;;;;;Wichert;Ernst;male;None;None;FIK;14.0;;;Deutschland;22.09681464760472;2.2573363431151243;12.967143215450214;12.114371708051166
3623;5276.0;5276.0;;False;;;;Egon;Roland;Der Fall Landru;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/roland/landru/landru.xml;1922.0;3646.0;5937.0;47341.0;538.0;1058.0;7604.0;0.3785473201137196;211.0;428.0;3173.0;65.0;158.0;1151.0;344.0;807.0;5623.0;;;29799.0;Nele;FALSCH;WAHR;Egon Roland;Der Fall Landru;None;1922;;;;;;Roland;Egon;None;None;None;U;1.0;;;;17.820448037729495;2.6612767390938186;7.209028128684521;13.592723597776654
3632;5285.0;5285.0;;False;;;;Hermann;Essig;Taifun;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/essig/taifun/taifun.xml;1919.0;9055.0;15457.0;121317.0;2007.0;4281.0;30107.0;0.39809482913797;976.0;2751.0;20041.0;235.0;595.0;4311.0;1000.0;2250.0;15232.0;;;29836.0;;FALSCH;FALSCH;Hermann Essig;Taifun;None;1919;;;;;;Essig;Hermann;None;None;None;FIK;6.0;;;;27.69618942873779;3.84938862651226;17.79776153199198;14.556511612861486
3651;5304.0;5304.0;;False;;;;Carl;Weisflog;Bürgerliche Historien;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/weisflog/buerghis/buerghis.xml;1922.0;4051.0;8641.0;74638.0;1136.0;2765.0;22394.0;0.4145525675653316;447.0;1360.0;12210.0;117.0;341.0;2755.0;673.0;1827.0;13691.0;;;29900.0;Nele;FALSCH;WAHR;Carl Weisflog;Bürgerliche Historien;None;1922;;;;;;Weisflog;Carl;None;None;None;FIK;1.0;;;;31.998611271843536;3.946302511283416;15.738919106584886;21.143386182154845
3652;5305.0;5305.0;Janina;True;fik;;;Friedrich von Sallet;None;Kontraste und Paradoxen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/sallet/kontrast/kontrast.xml;1929.0;4541.0;9822.0;84093.0;1413.0;4130.0;33052.0;0.4556419554720738;657.0;2677.0;22736.0;318.0;1533.0;13123.0;648.0;2991.0;23533.0;;;29902.0;Nele;FALSCH;WAHR;Friedrich von Sallet;Kontraste und Paradoxen;None;1929;;;;;;None;Friedrich von Sallet;None;None;None;FIK;1.0;;;;42.04846263490124;15.607819181429443;27.255141519038894;30.45204642638974
3710;5367.0;5367.0;;False;;;;Louise;Anklam;Kindergeschichten;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/anklam/kinderge/kinderge.xml;1921.0;1913.0;4555.0;38641.0;537.0;1165.0;8760.0;0.3919747963220504;283.0;750.0;5832.0;54.0;125.0;932.0;257.0;611.0;4399.0;;;30015.0;Nele;FALSCH;WAHR;Louise Anklam;Kindergeschichten;None;1921;;;;;;Anklam;Louise;None;None;None;FIK;1.0;;;;25.57628979143798;2.7442371020856204;16.465422612513724;13.413830954994513
3711;5368.0;5368.0;;False;;;;Gerrit;Engelke;Briefe der Liebe;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/engelke/brielieb/brielieb.xml;1926.0;2337.0;4243.0;32554.0;722.0;2029.0;13781.0;0.4705708471514129;275.0;713.0;5092.0;106.0;256.0;1959.0;421.0;1697.0;11567.0;;;30016.0;Nele;FALSCH;WAHR;Gerrit Engelke;Briefe der Liebe;None;1926;;;;;;Engelke;Gerrit;None;None;None;FIK;6.0;;;;47.81993872260193;6.0334668866368135;16.804148008484564;39.995286353994814
3730;5399.0;5399.0;;False;;;;Johannes;Dose;Steinbeil und Bronzeschwert;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/dose/steinbei/steinbei.xml;1924.0;4249.0;8661.0;71009.0;987.0;2620.0;20205.0;0.3941404586647046;588.0;2133.0;16737.0;162.0;451.0;3825.0;361.0;724.0;5169.0;;;30066.0;Nele;FALSCH;WAHR;Johannes Dose;Steinbeil und Bronzeschwert;None;1924;;;;;;Dose;Johannes;None;None;None;FIK;6.0;;;;30.25054843551553;5.207250894815841;24.627641149982683;8.359311857753147
3789;5498.0;5498.0;;False;;;;Joseph von Lauff;None;Schnee;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/lauff/schnee/schnee.xml;1919.0;8450.0;16322.0;138479.0;1956.0;4597.0;34098.0;0.4062678874977767;815.0;2216.0;17541.0;289.0;757.0;5411.0;1091.0;3204.0;22601.0;;;30240.0;;FALSCH;FALSCH;Joseph von Lauff;Schnee;None;1919;;;;;;None;Joseph von Lauff;male;None;None;FIK;16.0;;;Deutschland;28.164440632275458;4.637912020585713;13.576767552995957;19.62994731037863
3790;5499.0;5499.0;;False;;;;Joseph von Lauff;None;Die Heilige vom Niederrhein;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/lauff/heilnied/heilnied.xml;1933.0;7854.0;13188.0;112178.0;1686.0;4050.0;30400.0;0.4108465574126604;758.0;2200.0;17806.0;258.0;660.0;4916.0;842.0;2585.0;17988.0;;;30241.0;;FALSCH;FALSCH;Joseph von Lauff;Die Heilige vom Niederrhein;None;1933;;;;;;None;Joseph von Lauff;None;None;None;FIK;16.0;;;;30.709736123748865;5.004549590536852;16.681831968456173;19.601152562936004
3791;5500.0;5500.0;;False;;;;Joseph von Lauff;None;O du mein Niederrhein;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/lauff/odumein/odumein.xml;1930.0;7245.0;12723.0;111131.0;1716.0;3800.0;29690.0;0.4107228396596168;770.0;2064.0;16905.0;279.0;664.0;5396.0;921.0;2559.0;19292.0;;;30242.0;Nele;FALSCH;WAHR;Joseph von Lauff;O du mein Niederrhein;None;1930;;;;;;None;Joseph von Lauff;None;None;None;FIK;16.0;;;;29.867169692682545;5.21889491472137;16.222589012025466;20.11318085357227
3798;5507.0;5507.0;;False;;;;Joseph von Lauff;None;Die heiligen drei Könige;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/lauff/3koenige/3koenige.xml;1925.0;9842.0;17003.0;142749.0;2164.0;5026.0;37311.0;0.4075191675102788;1019.0;2912.0;22233.0;331.0;830.0;5888.0;1079.0;3137.0;22367.0;;;30249.0;Nele;FALSCH;WAHR;Joseph von Lauff;Die heiligen drei Könige;None;1925;;;;;;None;Joseph von Lauff;None;None;None;FIK;16.0;;;;29.55948950185261;4.881491501499735;17.12638946068341;18.44968534964418
3800;5509.0;5509.0;;False;;;;Joseph von Lauff;None;Der papierene Aloys;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/lauff/aloys/aloys.xml;1928.0;8317.0;13945.0;119458.0;1724.0;3788.0;28558.0;0.4013887049113735;779.0;2225.0;17887.0;277.0;769.0;5552.0;881.0;2347.0;16616.0;;;30251.0;;FALSCH;FALSCH;Joseph von Lauff;Der papierene Aloys;None;1928;;;;;;None;Joseph von Lauff;None;None;None;FIK;16.0;;;;27.163858013624957;5.514521333811402;15.95553961993546;16.83040516314091
3801;5510.0;5510.0;;False;;;;Joseph von Lauff;None;Die Seherin von der Getter;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/lauff/seherin/seherin.xml;1923.0;11193.0;17821.0;140842.0;2273.0;5142.0;35067.0;0.4064783512413101;1080.0;2987.0;21459.0;391.0;932.0;6350.0;1149.0;3263.0;21012.0;;;30252.0;Nele;FALSCH;WAHR;Joseph von Lauff;Die Seherin von der Getter;None;1923;;;;;;None;Joseph von Lauff;None;None;None;FIK;16.0;;;;28.853599685763985;5.229785085012065;16.761124516020427;18.30985915492958
3804;5513.0;5513.0;;False;;;;Joseph von Lauff;None;Elisabeth Wandscherer die Königin;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/lauff/wandsche/wandsche.xml;1931.0;6488.0;11131.0;95570.0;1389.0;2952.0;22956.0;0.3949608066107613;712.0;2006.0;16112.0;275.0;638.0;4805.0;629.0;1468.0;10880.0;;;30255.0;Nele;FALSCH;WAHR;Joseph von Lauff;Elisabeth Wandscherer die Königin;None;1931;;;;;;None;Joseph von Lauff;None;None;None;FIK;16.0;;;;26.52052825442458;5.731740185068727;18.021741083460604;13.188392776929298
3805;5514.0;5514.0;;False;;;;Joseph von Lauff;None;Die Tragikomödie im Hause der Gebrüder Spier;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/lauff/spier/spier.xml;1924.0;4753.0;8064.0;67756.0;978.0;2098.0;15838.0;0.3911962990095902;489.0;1372.0;10843.0;124.0;293.0;2161.0;473.0;985.0;6770.0;;;30256.0;Nele;FALSCH;WAHR;Joseph von Lauff;Die Tragikomödie im Hause der Gebrüder Spier;None;1924;;;;;;None;Joseph von Lauff;None;None;None;FIK;16.0;;;;26.016865079365083;3.63343253968254;17.01388888888889;12.214781746031743
3806;5515.0;5515.0;;False;;;;Joseph von Lauff;None;Springinsröckel;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/lauff/springin/springin.xml;1922.0;8129.0;15041.0;125670.0;1863.0;4233.0;30532.0;0.4055167687772468;834.0;2316.0;17478.0;308.0;746.0;5186.0;977.0;2813.0;19314.0;;;30257.0;Nele;FALSCH;WAHR;Joseph von Lauff;Springinsröckel;None;1922;;;;;;None;Joseph von Lauff;None;None;None;FIK;16.0;;;;28.143075593378096;4.9597766105977;15.39791237284755;18.702213948540656
3824;5544.0;5544.0;;False;;;;Anselma;Heine;Der Zwergenring;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/heinea/zwergenr/zwergenr.xml;1925.0;3191.0;5487.0;42536.0;659.0;1539.0;10812.0;0.3927069709273433;366.0;1128.0;8218.0;65.0;134.0;899.0;310.0;617.0;3966.0;;;30347.0;Nele;FALSCH;WAHR;Anselma Heine;Der Zwergenring;None;1925;;;;;;Heine;Anselma;None;None;None;FIK;2.0;;;;28.04811372334609;2.442135957718243;20.55768179332969;11.24476034262803
3831;5554.0;5554.0;Janina;True;fik;;;Friedrich;Lienhard;Von Weibes Wonne und Wert;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/lienhard/weibwonn/weibwonn.xml;1921.0;2871.0;4632.0;38595.0;884.0;2656.0;20846.0;0.5102176414873386;399.0;1699.0;13753.0;235.0;1117.0;9379.0;382.0;2108.0;16786.0;;;30357.0;;FALSCH;FALSCH;Friedrich Lienhard;Von Weibes Wonne und Wert;None;1921;;;;;;Lienhard;Friedrich;None;None;None;FIK;7.0;;;;57.340241796200345;24.11485319516408;36.67962003454232;45.50949913644215
3835;5558.0;5558.0;;False;;;;Friedrich;Lienhard;Das Landhaus bei Eisenach;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/lienhard/landhaus/landhaus.xml;1928.0;2807.0;5086.0;43614.0;771.0;1728.0;13500.0;0.4287252994740191;322.0;846.0;7077.0;144.0;428.0;3588.0;432.0;1333.0;9911.0;;;30361.0;Janina;FALSCH;WAHR;Friedrich Lienhard;Das Landhaus bei Eisenach;None;1928;;;;;;Lienhard;Friedrich;None;None;None;FIK;7.0;;;;33.97561934722768;8.415257569799449;16.63389697208022;26.209201730239872
3836;5559.0;5559.0;;False;;;;Friedrich;Lienhard;Jugendjahre;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/lienhard/jugendja/jugendja.xml;1918.0;4101.0;7125.0;66675.0;1193.0;2855.0;24140.0;0.4320352725297198;583.0;1765.0;15258.0;218.0;578.0;5199.0;520.0;1580.0;12641.0;;;30362.0;;FALSCH;FALSCH;Friedrich Lienhard;Jugendjahre;None;1918;;;;;;Lienhard;Friedrich;None;None;None;FIK;7.0;;;;40.070175438596486;8.112280701754386;24.771929824561404;22.17543859649123
3850;5580.0;5580.0;;False;;;;Benno;Rüttenauer;Frau Saga;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ruettena/frausaga/frausaga.xml;1930.0;3753.0;8854.0;89102.0;1234.0;2485.0;22970.0;0.4058952661645483;508.0;1269.0;12274.0;216.0;560.0;5372.0;683.0;1685.0;14644.0;;;30434.0;Janina;FALSCH;WAHR;Benno Rüttenauer;Frau Saga;None;1930;;;;;;Rüttenauer;Benno;None;None;None;FIK;5.0;;;;28.06641066184775;6.324824937881184;14.332505082448607;19.03094646487463
3851;5581.0;5581.0;;False;;;;Benno;Rüttenauer;Der nackte Kaiser;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ruettena/nackkais/nackkais.xml;1927.0;1633.0;4403.0;45158.0;621.0;1384.0;13736.0;0.4120263322443933;255.0;721.0;7670.0;81.0;187.0;1905.0;347.0;887.0;8164.0;;;30435.0;Janina;FALSCH;WAHR;Benno Rüttenauer;Der nackte Kaiser;None;1927;;;;;;Rüttenauer;Benno;None;None;None;FIK;5.0;;;;31.43311378605496;4.247104247104247;16.375198728139907;20.14535543947309
3852;5582.0;5582.0;;False;;;;Benno;Rüttenauer;Der Gott und der Satyr;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ruettena/gottsaty/gottsaty.xml;1927.0;1569.0;3656.0;36711.0;482.0;962.0;8687.0;0.4007910539761025;197.0;513.0;4706.0;84.0;252.0;2299.0;268.0;639.0;5466.0;;;30436.0;Janina;FALSCH;WAHR;Benno Rüttenauer;Der Gott und der Satyr;None;1927;;;;;;Rüttenauer;Benno;None;None;None;FIK;5.0;;;;26.312910284463896;6.892778993435448;14.031728665207876;17.4781181619256
3868;5607.0;5607.0;;False;;;;Hermann;Bahr;Die Hexe Drut;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/bahr/hexedrut/hexedrut.xml;1929.0;11065.0;21550.0;162053.0;3589.0;9264.0;64420.0;0.4520985481135206;1643.0;5337.0;38521.0;654.0;2058.0;14297.0;1905.0;6574.0;44200.0;;;30491.0;Janina;FALSCH;WAHR;Hermann Bahr;Die Hexe Drut;None;1929;;;;;;Bahr;Hermann;None;None;None;FIK;12.0;;;;42.98839907192576;9.549883990719255;24.76566125290023;30.50580046403713
3880;5620.0;5620.0;;False;;;;Adolf;Stoltze;Vinzenz Fettmilch;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/stoltze/fettmlch/fettmlch.xml;1926.0;3974.0;4833.0;30470.0;743.0;1308.0;7583.0;0.4028779204742375;336.0;677.0;4317.0;133.0;247.0;1489.0;408.0;884.0;4894.0;;;30518.0;;FALSCH;FALSCH;Adolf Stoltze;Vinzenz Fettmilch;None;1926;;;;;;Stoltze;Adolf;None;None;None;FIK;6.0;;;;27.063935443823716;5.110697289468239;14.007862611214566;18.29091661493896
3890;5630.0;5630.0;;False;;;;Hugo;Marti;Die Herberge am Fluss;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/marti/herberge/herberge.xml;1932.0;605.0;907.0;6323.0;127.0;282.0;1719.0;0.4158120053745411;60.0;182.0;1246.0;22.0;63.0;386.0;65.0;189.0;1021.0;;;30593.0;;FALSCH;FALSCH;Hugo Marti;Die Herberge am Fluss;None;1932;;;;;;Marti;Hugo;None;None;None;FUF;10.0;;;;31.09151047409041;6.945975744211687;20.066152149944877;20.83792723263506
3891;5631.0;5631.0;;False;;;;Hugo;Marti;Balder;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/marti/balder/balder.xml;1923.0;1427.0;3256.0;33893.0;388.0;1181.0;11588.0;0.4038785660051143;263.0;1011.0;10238.0;50.0;123.0;1270.0;108.0;278.0;2263.0;;;30594.0;;FALSCH;FALSCH;Hugo Marti;Balder;None;1923;;;;;;Marti;Hugo;None;None;None;FUF;10.0;;;;36.27149877149877;3.7776412776412776;31.05036855036855;8.538083538083537
