;Unnamed: 0;index_of_processed_files;annotator_2nd_anno;check_fiction_status;Fiktionalitätsstatus_2nd_anno;Fiktionalitätsstatus_unsicher_2nd_anno;Kommentar_2nd_anno;author_forename;author_surname;title_main;title_sub;filepath;year;text_length_sents;text_length_clauses;text_length_tokens;reflective_passages_global;reflective_clauses;reflective_tokens;reflection_score_mean;gi_passages_global;gi_clauses;gi_tokens;nfr_passages_global;nfr_clauses;nfr_tokens;comment_passages_global;comment_clauses;comment_tokens;exception;setting;kolimo_index;annotator;to_annotate_first;to_annotate;author_name;title_main_anno;title_sub_anno;first_publication;Übersetzung_ins_Deutsche;Nicht-deutschsprachig;Nicht-Fiktional;Nicht-erzählend;Kommentar;author_surname_anno;author_forename_anno;author_gender;not_before;not_after;classification;number_of_works;canonisation_score;rank_canon;author_nationality_d_prose;refl_clauses_perc;nfr_clauses_perc;gi_clauses_perc;comment_clauses_perc
3892;5632.0;5632.0;;False;;;;Hugo;Marti;Rumänische Mädchen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/marti/rumaen/rumaen.xml;1928.0;1493.0;2747.0;21336.0;225.0;478.0;3157.0;0.3728405018554912;97.0;270.0;1943.0;20.0;35.0;209.0;126.0;293.0;1751.0;;;30595.0;;FALSCH;FALSCH;Hugo Marti;Rumänische Mädchen;None;1928;;;;;;Marti;Hugo;None;None;None;FUF;10.0;;;;17.400800873680378;1.274117218784128;9.828904259191845;10.666181288678558
3894;5634.0;5634.0;;False;;;;Hugo;Marti;Das Kirchlein zu den sieben Wundern;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/marti/7wundern/7wundern.xml;1922.0;1458.0;3927.0;36256.0;350.0;899.0;8490.0;0.3754813868431844;229.0;733.0;7156.0;27.0;52.0;469.0;119.0;239.0;1914.0;;;30597.0;;FALSCH;FALSCH;Hugo Marti;Das Kirchlein zu den sieben Wundern;None;1922;;;;;;Marti;Hugo;None;None;None;FUF;10.0;;;;22.89279348102877;1.3241660300483828;18.665648077412783;6.086070791953145
3895;5635.0;5635.0;;False;;;;Hugo;Marti;Das Haus am Haff;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/marti/haushaff/haushaff.xml;1922.0;2692.0;4646.0;36705.0;293.0;620.0;4391.0;0.3568114804740979;185.0;469.0;3566.0;20.0;46.0;277.0;112.0;214.0;1257.0;;;30598.0;;FALSCH;FALSCH;Hugo Marti;Das Haus am Haff;None;1922;;;;;;Marti;Hugo;None;None;None;FUF;10.0;;;;13.34481274214378;0.99009900990099;10.094705122686182;4.606112785191563
3897;5637.0;5637.0;;False;;;;Hugo;Marti;Ein Jahresring;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/marti/jahrring/jahrring.xml;1925.0;3561.0;5657.0;39844.0;438.0;1204.0;7672.0;0.3760570331559184;260.0;952.0;6391.0;42.0;131.0;822.0;184.0;431.0;2391.0;;;30600.0;;FALSCH;FALSCH;Hugo Marti;Ein Jahresring;None;1925;;;;;;Marti;Hugo;None;None;None;FUF;10.0;;;;21.28336574155913;2.3157150433091744;16.828707795651404;7.618879264627895
3898;5638.0;5638.0;;False;;;;Hugo;Marti;Rumänisches Intermezzo;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/marti/intermez/intermez.xml;1926.0;1917.0;3690.0;30632.0;233.0;694.0;5852.0;0.3642888801281869;170.0;614.0;5280.0;15.0;45.0;302.0;67.0;115.0;796.0;;;30601.0;;FALSCH;FALSCH;Hugo Marti;Rumänisches Intermezzo;None;1926;;;;;;Marti;Hugo;None;None;None;FUF;10.0;;;;18.80758807588076;1.2195121951219512;16.63956639566396;3.116531165311653
3900;5641.0;5641.0;;False;;;;Paul;Wertheimer;Respektlose Geschichten;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/wertheim/respekt/respekt.xml;1929.0;2746.0;6119.0;56921.0;765.0;1561.0;13041.0;0.3906110076232955;346.0;919.0;8007.0;101.0;179.0;1613.0;418.0;796.0;6287.0;;;30619.0;;FALSCH;FALSCH;Paul Wertheimer;Respektlose Geschichten;None;1929;;;;;;Wertheimer;Paul;None;None;None;FIK;1.0;;;;25.51070436345808;2.92531459388789;15.018793920575256;13.00866154600425
3916;5660.0;5660.0;;False;;;;Walter;Serner;Der Pfiff um die Ecke;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/serner/pfiff/pfiff.xml;1925.0;5502.0;7797.0;60833.0;695.0;1311.0;8220.0;0.3743474333257137;248.0;602.0;4233.0;104.0;259.0;1716.0;449.0;909.0;5340.0;;;30656.0;;FALSCH;FALSCH;Walter Serner;Der Pfiff um die Ecke;None;1925;;;;;;Serner;Walter;None;None;None;FIK;7.0;;;;16.8141592920354;3.32179043221752;7.720918301910991;11.658330126971912
3917;5661.0;5661.0;;False;;;;Walter;Serner;Die Tigerin;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/serner/tigerin/tigerin.xml;1925.0;3808.0;6049.0;43671.0;504.0;1006.0;6203.0;0.3754530903414984;198.0;496.0;3270.0;73.0;202.0;1320.0;319.0;744.0;4494.0;;;30657.0;;FALSCH;FALSCH;Walter Serner;Die Tigerin;None;1925;;;;;;Serner;Walter;None;None;None;FIK;7.0;;;;16.63084807406183;3.3393949413126136;8.199702430153746;12.299553645230615
3918;5662.0;5662.0;;False;;;;Walter;Serner;Die tückische Straße;Neunzehn Kriminalgeschichten;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/serner/tueckisc/tueckisc.xml;1926.0;5400.0;8428.0;61848.0;846.0;1819.0;11205.0;0.3921047592063841;348.0;968.0;6275.0;145.0;477.0;3062.0;507.0;1393.0;8393.0;;;30658.0;Janina;FALSCH;WAHR;Walter Serner;Die tückische Straße;Neunzehn Kriminalgeschichten;1926;;;;;;Serner;Walter;None;None;None;FIK;7.0;;;;21.5828191741813;5.659705742762221;11.485524442335072;16.528239202657808
3919;5663.0;5663.0;;False;;;;Walter;Serner;Zum blauen Affen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/serner/blauaff1/blauaff1.xml;1921.0;4690.0;6228.0;49346.0;513.0;882.0;5271.0;0.3689622854411322;169.0;367.0;2543.0;75.0;176.0;1268.0;353.0;695.0;3952.0;;;30659.0;Janina;FALSCH;WAHR;Walter Serner;Zum blauen Affen;None;1921;;;;;;Serner;Walter;None;None;None;FIK;7.0;;;;14.16184971098266;2.825947334617855;5.892742453436095;11.159280667951188
3942;5705.0;5705.0;;False;;;;Franz;Kafka;Erstes Leid;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/kafka/misc/erstleid.xml;1924.0;37.0;111.0;1050.0;21.0;51.0;547.0;0.4252051942238742;14.0;38.0;433.0;2.0;3.0;35.0;6.0;14.0;125.0;;;30734.0;Janina;FALSCH;WAHR;Franz Kafka;Erstes Leid;None;1924;;;;;;Kafka;Franz;None;None;None;FIK;114.0;;;;45.94594594594595;2.702702702702702;34.23423423423424;12.612612612612612
3946;5710.0;5710.0;;False;;;;Franz;Kafka;Der Bau;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/kafka/bau/bau.xml;1924.0;471.0;1681.0;14891.0;241.0;779.0;6158.0;0.4593391254879955;97.0;302.0;2627.0;40.0;122.0;936.0;124.0;570.0;4393.0;;;30741.0;;FALSCH;FALSCH;Franz Kafka;Der Bau;None;1924;;;;;;Kafka;Franz;None;None;None;FIK;114.0;;;;46.34146341463415;7.257584770969661;17.965496728138014;33.908387864366446
3947;5715.0;5715.0;;False;;;;Franz;Kafka;Amerika;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/kafka/amerika/amerika.xml;1927.0;4559.0;12764.0;107744.0;1233.0;2800.0;22697.0;0.3813231497272877;576.0;1664.0;13892.0;108.0;198.0;1493.0;687.0;1428.0;10963.0;;;30750.0;;FALSCH;FALSCH;Franz Kafka;Amerika;None;1927;;;;;;Kafka;Franz;None;None;None;FIK;114.0;;;;21.936696960200564;1.5512378564713256;13.03666562206205;11.187715449702289
3971;5796.0;5796.0;;False;;;;Matthias;Blank;Ein seltsamer Zeuge;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/blank/seltzeug/seltzeug.xml;1919.0;2780.0;3953.0;31324.0;322.0;638.0;4069.0;0.3723123678199354;116.0;265.0;1783.0;23.0;59.0;380.0;215.0;468.0;2903.0;;;30843.0;;FALSCH;FALSCH;Matthias Blank;Ein seltsamer Zeuge;None;1919;;;;;;Blank;Matthias;male;None;None;FIK;3.0;;;Deutschland;16.139640779155073;1.4925373134328357;6.703769289147483;11.83910953706046
3977;5804.0;5804.0;;False;;;;Heinrich;Lersch;Hammerschläge;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/lersch/hammer/hammer.xml;1930.0;5624.0;12162.0;95326.0;1138.0;3022.0;21695.0;0.3872273370035105;705.0;2360.0;17339.0;154.0;470.0;3315.0;424.0;1246.0;8531.0;;;30879.0;Janina;FALSCH;WAHR;Heinrich Lersch;Hammerschläge;None;1930;;;;;;Lersch;Heinrich;None;None;None;FIK;3.0;;;;24.847886860713697;3.864495971057392;19.404703173820096;10.245025489228746
3992;5822.0;5822.0;Janina;True;fik;;;Alice;Berend;Das verbrannte Bett;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/berend/verbrann/verbrann.xml;1926.0;2281.0;4225.0;35296.0;838.0;1758.0;12567.0;0.4457539771555699;439.0;1250.0;8925.0;200.0;490.0;3059.0;417.0;1101.0;7466.0;;;30944.0;Janina;FALSCH;WAHR;Alice Berend;Das verbrannte Bett;None;1926;;;;;;Berend;Alice;None;None;None;FIK;8.0;;;;41.6094674556213;11.597633136094675;29.585798816568047;26.05917159763313
3993;5823.0;5823.0;;False;;;;Alice;Berend;Bruders Bekenntnis;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/berend/brudersb/brudersb.xml;1921.0;4852.0;7708.0;53553.0;1055.0;2212.0;13928.0;0.3971337211284181;668.0;1797.0;11418.0;224.0;420.0;2679.0;427.0;888.0;5533.0;;;30945.0;;FALSCH;FALSCH;Alice Berend;Bruders Bekenntnis;None;1921;;;;;;Berend;Alice;None;None;None;FIK;8.0;;;;28.697457187337832;5.448884276076804;23.313440581214323;11.52049818370524
3999;5829.0;5829.0;;False;;;;Hermann;Stehr;Peter Brindeisener;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/stehr/brindeis/brindeis.xml;1924.0;3700.0;9748.0;89325.0;746.0;1943.0;16686.0;0.375850687074931;427.0;1412.0;12534.0;91.0;306.0;2499.0;341.0;848.0;6774.0;;;30955.0;;FALSCH;FALSCH;Hermann Stehr;Peter Brindeisener;None;1924;;;;;;Stehr;Hermann;None;None;None;FIK;10.0;;;;19.932293803857203;3.13910545752975;14.485022568732049;8.699220352892901
4003;5834.0;5834.0;;False;;;;Hermann;Stehr;Die Krähen/Gudnatz;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/stehr/kraehen/kraehen.xml;1921.0;3216.0;7032.0;61023.0;604.0;1276.0;10054.0;0.3774869489277555;303.0;808.0;6948.0;102.0;318.0;2617.0;308.0;786.0;5737.0;;;30960.0;;FALSCH;FALSCH;Hermann Stehr;Die Krähen/Gudnatz;None;1921;;;;;;Stehr;Hermann;None;None;None;FIK;10.0;;;;18.14562002275313;4.522184300341297;11.490329920364047;11.177474402730375
4004;5835.0;5835.0;;False;;;;Hermann;Stehr;Nathanael Maechler;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/stehr/maechler/maechler.xml;1929.0;3443.0;9341.0;86652.0;746.0;1810.0;16098.0;0.3728398319653733;427.0;1354.0;12391.0;104.0;297.0;2592.0;309.0;695.0;5917.0;;;30961.0;;FALSCH;FALSCH;Hermann Stehr;Nathanael Maechler;None;1929;;;;;;Stehr;Hermann;None;None;None;FIK;10.0;;;;19.37694037041002;3.17953109945402;14.495236056096775;7.4403168825607535
4014;5846.0;5846.0;;False;;;;Ernst von Wolzogen;None;Der Topf der Danaiden;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/wolzogen/topfdana/topfdana.xml;1918.0;2065.0;4119.0;36378.0;433.0;935.0;7477.0;0.3905029655912125;171.0;422.0;3675.0;41.0;103.0;874.0;263.0;664.0;5075.0;;;30972.0;;FALSCH;FALSCH;Ernst von Wolzogen;Der Topf der Danaiden;None;1918;;;;;;None;Ernst von Wolzogen;male;None;None;FIK;12.0;;;Deutschland;22.699684389414905;2.500606943432872;10.245205146880313;16.120417577081817
4046;5908.0;5908.0;;False;;;;Kurt;Aram;An den Ufern des Araxes;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/aram/araxes/araxes.xml;1928.0;7671.0;15458.0;117633.0;1936.0;4006.0;28160.0;0.3977772082381126;852.0;2314.0;17183.0;354.0;942.0;7256.0;1019.0;2411.0;16383.0;;;31060.0;;FALSCH;FALSCH;Kurt Aram;An den Ufern des Araxes;None;1928;;;;;;Aram;Kurt;None;None;None;FIK;1.0;;;;25.91538362013197;6.093931944624143;14.969595031698796;15.5971018242981
4103;5993.0;5993.0;;False;;;;Alma Johanna Koenig;None;Die Geschichte von Half dem Weibe;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/koenig/half/half.xml;1924.0;3689.0;9289.0;72604.0;789.0;2076.0;14674.0;0.3753397882442949;491.0;1642.0;11797.0;98.0;205.0;1391.0;283.0;584.0;3845.0;;;31231.0;;FALSCH;FALSCH;Alma Johanna Koenig;Die Geschichte von Half dem Weibe;None;1924;;;;;;None;Alma Johanna Koenig;None;None;None;FIK;6.0;;;;22.34901496393584;2.206911400581333;17.676822047583162;6.287006136290235
4104;5994.0;5994.0;;False;;;;Alma Johanna Koenig;None;Der heilige Palast;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/koenig/heilpala/heilpala.xml;1922.0;6301.0;12129.0;95443.0;955.0;2169.0;15934.0;0.3692086143906539;509.0;1403.0;11014.0;82.0;165.0;1320.0;441.0;950.0;6103.0;;;31232.0;;FALSCH;FALSCH;Alma Johanna Koenig;Der heilige Palast;None;1922;;;;;;None;Alma Johanna Koenig;None;None;None;FIK;6.0;;;;17.882760326490228;1.360375958446698;11.567317998186164;7.832467639541594
4107;5997.0;5997.0;;False;;;;Alma Johanna Koenig;None;Gudrun;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/koenig/gudrun/gudrun.xml;1928.0;2510.0;5766.0;45996.0;482.0;1118.0;8132.0;0.3692229075226205;303.0;857.0;6372.0;40.0;72.0;510.0;184.0;345.0;2284.0;;;31235.0;;FALSCH;FALSCH;Alma Johanna Koenig;Gudrun;None;1928;;;;;;None;Alma Johanna Koenig;None;None;None;FIK;6.0;;;;19.389524800554977;1.2486992715920917;14.862989941033645;5.983350676378772
4108;5998.0;5998.0;;False;;;;Alma Johanna Koenig;None;Schibes;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/koenig/schibes/schibes.xml;1920.0;1252.0;2261.0;16223.0;185.0;457.0;2887.0;0.3725504113930697;110.0;309.0;2065.0;7.0;10.0;72.0;76.0;175.0;996.0;;;31236.0;;FALSCH;FALSCH;Alma Johanna Koenig;Schibes;None;1920;;;;;;None;Alma Johanna Koenig;female;None;None;FIK;6.0;;;Österreich;20.212295444493584;0.4422821760283061;13.666519239274658;7.739938080495357
4143;6063.0;6063.0;;False;;;;August;Sperl;Der Bildschnitzer von Würzburg;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/sperl/bildschn/bildschn.xml;1925.0;2893.0;5125.0;44238.0;644.0;1438.0;11742.0;0.4013234095561637;329.0;900.0;7869.0;109.0;316.0;2429.0;306.0;799.0;5797.0;;;31383.0;Janina;FALSCH;WAHR;August Sperl;Der Bildschnitzer von Würzburg;None;1925;;;;;;Sperl;August;None;None;None;FIK;2.0;;;;28.058536585365857;6.1658536585365855;17.560975609756095;15.590243902439024
4146;6066.0;6066.0;;False;;;;Lena;Christ;Madam Bäuerin;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/christ/baeuerin/baeuerin.xml;1919.0;3382.0;5402.0;43624.0;750.0;1701.0;13016.0;0.4057925503909013;314.0;1060.0;9138.0;67.0;142.0;1011.0;416.0;871.0;5644.0;;;31399.0;;FALSCH;FALSCH;Lena Christ;Madam Bäuerin;None;1919;;;;;;Christ;Lena;None;None;None;FIK;26.0;;;;31.488337652721217;2.628656053313588;19.622362088115512;16.12365790447982
4148;6072.0;6072.0;;False;;;;Ida;Bindschedler;Die Leuenhofer;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/bindsche/leuenhof/leuenhof.xml;1919.0;6350.0;11125.0;86555.0;1196.0;2358.0;16123.0;0.3759727153545969;693.0;1718.0;12417.0;103.0;184.0;1124.0;535.0;911.0;5388.0;;;31407.0;;FALSCH;FALSCH;Ida Bindschedler;Die Leuenhofer;None;1919;;;;;;Bindschedler;Ida;female;None;None;FIK;3.0;;;Schweiz;21.195505617977528;1.6539325842696628;15.442696629213485;8.18876404494382
4151;6075.0;6075.0;;False;;;;Paul;Kornfeld;Kilian oder Die gelbe Rose;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/kornfeld/kilian/kilian.xml;1926.0;3099.0;4913.0;34083.0;741.0;1845.0;11552.0;0.4448288394020377;261.0;783.0;5302.0;134.0;426.0;2873.0;466.0;1598.0;9911.0;;;31410.0;;FALSCH;FALSCH;Paul Kornfeld;Kilian oder Die gelbe Rose;None;1926;;;;;;Kornfeld;Paul;None;None;None;FIK;1.0;;;;37.553429676368815;8.670873193568085;15.937309179727254;32.52595155709342
4154;6078.0;6078.0;;False;;;;Felix;Hollaender;Salomons Schwiegertochter;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/hollaend/salomons/salomons.xml;1920.0;5185.0;10070.0;76075.0;1404.0;3373.0;22039.0;0.4200597048615822;602.0;1736.0;11565.0;189.0;461.0;2994.0;821.0;2273.0;14705.0;;;31433.0;;FALSCH;FALSCH;Felix Hollaender;Salomons Schwiegertochter;None;1920;;;;;;Hollaender;Felix;male;None;None;FIK;4.0;;;Deutschland;33.49553128103277;4.577954319761669;17.23932472691162;22.57199602780536
4156;6081.0;6081.0;;False;;;;Felix;Hollaender;Die Briefe des Fräulein Brandt;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/hollaend/frlbrand/frlbrand.xml;1918.0;3696.0;7386.0;56850.0;1115.0;3007.0;20288.0;0.4515268764622934;474.0;1480.0;10356.0;211.0;689.0;4842.0;606.0;2431.0;16253.0;;;31436.0;;FALSCH;FALSCH;Felix Hollaender;Die Briefe des Fräulein Brandt;None;1918;;;;;;Hollaender;Felix;male;None;None;FIK;4.0;;;Deutschland;40.712158137015976;9.328459247224478;20.037909558624424;32.91362036284863
4157;6082.0;6082.0;;False;;;;Friede H. Kraze;None;Jahr der Wandlung / 1;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/kraze/wandlung/wandlung.xml;1925.0;4183.0;6380.0;52499.0;729.0;1600.0;12679.0;0.3932099766586087;406.0;1211.0;10062.0;137.0;454.0;3727.0;311.0;795.0;5911.0;;;31437.0;;FALSCH;FALSCH;Friede H. Kraze;Jahr der Wandlung / 1;None;1925;;;;;;None;Friede H. Kraze;None;None;None;FIK;4.0;;;;25.07836990595611;7.115987460815047;18.981191222570533;12.460815047021944
4158;6084.0;6084.0;;False;;;;Friede H. Kraze;None;Maria am Meer;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/kraze/marimeer/marimeer.xml;1923.0;5847.0;7817.0;60486.0;1105.0;2563.0;18143.0;0.4029658044063801;640.0;2075.0;15119.0;158.0;342.0;2372.0;409.0;900.0;5889.0;;;31439.0;;FALSCH;FALSCH;Friede H. Kraze;Maria am Meer;None;1923;;;;;;None;Friede H. Kraze;None;None;None;FIK;4.0;;;;32.787514391710374;4.375079953946528;26.544710246897782;11.51336829985928
4159;6085.0;6085.0;;False;;;;Friede H. Kraze;None;Amey;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/kraze/amey/amey.xml;1922.0;11135.0;15767.0;125494.0;1982.0;3837.0;27361.0;0.3894722716307774;1101.0;2730.0;20182.0;306.0;721.0;5082.0;898.0;1917.0;12917.0;;;31440.0;;FALSCH;FALSCH;Friede H. Kraze;Amey;None;1922;;;;;;None;Friede H. Kraze;None;None;None;FIK;4.0;;;;24.335637724361007;4.572842011796791;17.31464451068688;12.158305321240563
4227;6172.0;6172.0;;False;;;;Johanna;Zürcher-Siebel;Das Freudengärtlein;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/zuercher/freudeng/freudeng.xml;1925.0;1279.0;2822.0;23161.0;326.0;728.0;5148.0;0.3944034862487843;165.0;467.0;3602.0;39.0;100.0;740.0;174.0;403.0;2558.0;;;31546.0;;FALSCH;FALSCH;Johanna Zürcher-Siebel;Das Freudengärtlein;None;1925;;;;;;Zürcher-Siebel;Johanna;None;None;None;FIK;1.0;;;;25.79730687455705;3.543586109142452;16.54854712969525;14.280652019844082
4269;6223.0;6223.0;;False;;;;Lou;Andreas-Salomé;Das Haus;Familiengeschichte vom Ende vorigen Jahrhunderts;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/salome/dashaus/dashaus.xml;1921.0;4474.0;9588.0;81522.0;1327.0;3105.0;23975.0;0.4136086822334269;652.0;1839.0;14666.0;139.0;386.0;2843.0;691.0;1876.0;13828.0;;;31611.0;Janina;FALSCH;WAHR;Lou Andreas-Salomé;Das Haus;Familiengeschichte vom Ende vorigen Jahrhunderts;1921;;;;;;Andreas-Salomé;Lou;None;None;None;FUF;4.0;;;;32.38423028785982;4.025865665415102;19.180225281602;19.566124322069253
4272;6226.0;6226.0;;False;;;;Ludwig;Thoma;Altaich;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/thoma/altaich/altaich.xml;1918.0;6631.0;11025.0;86558.0;1566.0;3125.0;21547.0;0.4070322292638709;706.0;1828.0;13512.0;267.0;623.0;4644.0;880.0;2090.0;13648.0;;;31615.0;;FALSCH;FALSCH;Ludwig Thoma;Altaich;None;1918;;;;;;Thoma;Ludwig;male;None;None;FIK;58.0;;;Deutschland;28.34467120181406;5.65079365079365;16.58049886621315;18.956916099773245
4293;6250.0;6250.0;;False;;;;Ludwig;Thoma;Lottchens Geburtstag;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/thoma/lottchen/lottchen.xml;1922.0;1027.0;1459.0;10637.0;183.0;291.0;1974.0;0.386498349908453;51.0;87.0;564.0;26.0;42.0;297.0;134.0;245.0;1628.0;;;31639.0;Janina;FALSCH;WAHR;Ludwig Thoma;Lottchens Geburtstag;None;1922;;;;;;Thoma;Ludwig;None;None;None;FIK;58.0;;;;19.945167923235093;2.878684030157642;5.962988348183687;16.792323509252913
4294;6251.0;6251.0;;False;;;;Ludwig;Thoma;Der Ruepp;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/thoma/ruepp/ruepp.xml;1922.0;10004.0;9754.0;75110.0;1370.0;2605.0;15986.0;0.3988009576333687;473.0;1232.0;8787.0;106.0;235.0;1612.0;870.0;1685.0;9324.0;;;31641.0;;FALSCH;FALSCH;Ludwig Thoma;Der Ruepp;None;1922;;;;;;Thoma;Ludwig;None;None;None;FIK;58.0;;;;26.706992003280703;2.4092679926184126;12.630715603854828;17.274964117285215
4297;6254.0;6254.0;;False;;;;Ludwig;Thoma;Der Jagerloisl;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/thoma/jagrlois/jagrlois.xml;1921.0;4533.0;5918.0;43649.0;711.0;1283.0;7760.0;0.387190774843574;266.0;579.0;3942.0;74.0;142.0;928.0;458.0;895.0;5147.0;;;31645.0;;FALSCH;FALSCH;Ludwig Thoma;Der Jagerloisl;None;1921;;;;;;Thoma;Ludwig;None;None;None;FIK;58.0;;;;21.679621493747888;2.3994592767826965;9.783710713078744;15.12335248394728
4298;6255.0;6255.0;;False;;;;Ludwig;Thoma;Münchnerinnen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/thoma/mnchnrin/mnchnrin.xml;1919.0;4567.0;8064.0;64036.0;1116.0;2322.0;16249.0;0.4066745451241223;481.0;1219.0;9176.0;169.0;352.0;2856.0;630.0;1544.0;10456.0;;;31646.0;;FALSCH;FALSCH;Ludwig Thoma;Münchnerinnen;None;1919;;;;;;Thoma;Ludwig;male;None;None;FIK;58.0;;;Deutschland;28.79464285714285;4.365079365079365;15.11656746031746;19.1468253968254
